8	1843
9	1836
18	1843
19	1843
13	1842
14	1842
15	1843
16	1847
17	1847
23	1848
3	1839
4	1846
11	1845
12	1842
2	1839
20	1856
21	1855
22	1857
0	1842
1	1841
10	1843
5	1845
6	1840
7	1841
